"hero_id","hero_name","tier","movement","main_role","secondary_roles","rank","mode","source","source_url","updated_at","retrieved_at","document"
"107","Natan","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Natan
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"29","Ruby","B","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Ruby
Tier: B
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"2","Balmond","B","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Balmond
Tier: B
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"111","Edith","B","same","Exp Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Edith
Tier: B
Main role: Exp Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"13","Clint","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Clint
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"46","Odette","B","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Odette
Tier: B
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"121","Ixia","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Ixia
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"65","Claude","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Claude
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"7","Alucard","B","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Alucard
Tier: B
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"122","Nolan","B","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Nolan
Tier: B
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"101","Yve","B","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Yve
Tier: B
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"64","Aldous","B","same","Exp Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Aldous
Tier: B
Main role: Exp Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"21","Hayabusa","B","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Hayabusa
Tier: B
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"26","Chou","B","up","Roam","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Chou
Tier: B
Main role: Roam
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"86","Lylia","B","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lylia
Tier: B
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"5","Nana","B","up","Mid Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Nana
Tier: B
Main role: Mid Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"39","Roger","B","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Roger
Tier: B
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"37","Lapu-Lapu","B","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lapu-Lapu
Tier: B
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"119","Novaria","B","up","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Novaria
Tier: B
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"106","Phoveus","B","up","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Phoveus
Tier: B
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"22","Freya","B","up","Exp Lane","Gold Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Freya
Tier: B
Main role: Exp Lane
Secondary roles: Gold Lane
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"91","Cecilion","B","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Cecilion
Tier: B
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"18","Layla","C","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Layla
Tier: C
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"68","Lunox","C","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lunox
Tier: C
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"54","Jawhead","C","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Jawhead
Tier: C
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"12","Bruno","C","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Bruno
Tier: C
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"120","Arlott","C","same","Exp Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Arlott
Tier: C
Main role: Exp Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"113","Yin","C","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Yin
Tier: C
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"61","Chang'e","C","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Chang'e
Tier: C
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"115","Xavier","C","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Xavier
Tier: C
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"36","Aurora","C","up","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Aurora
Tier: C
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"71","Kimmy","C","same","Mid Lane","Gold Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Kimmy
Tier: C
Main role: Mid Lane
Secondary roles: Gold Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"58","Martis","C","up","Jungle","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Martis
Tier: C
Main role: Jungle
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"89","Wanwan","C","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Wanwan
Tier: C
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"49","Hylos","C","up","Roam","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Hylos
Tier: C
Main role: Roam
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"123","Cici","C","up","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Cici
Tier: C
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"44","Grock","D","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Grock
Tier: D
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"16","Zilong","D","same","Exp Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Zilong
Tier: D
Main role: Exp Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"125","Zhuxin","D","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Zhuxin
Tier: D
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"10","Franco","D","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Franco
Tier: D
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"96","Luo Yi","D","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Luo Yi
Tier: D
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"8","Karina","D","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Karina
Tier: D
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"52","Pharsa","D","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Pharsa
Tier: D
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"73","Harith","D","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Harith
Tier: D
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"124","Chip","D","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Chip
Tier: D
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"28","Alpha","D","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Alpha
Tier: D
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"118","Joy","D","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Joy
Tier: D
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"87","Baxia","D","same","Jungle","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Baxia
Tier: D
Main role: Jungle
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"41","Gatotkaca","D","same","Roam","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Gatotkaca
Tier: D
Main role: Roam
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"102","Mathilda","D","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Mathilda
Tier: D
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"47","Lancelot","D","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lancelot
Tier: D
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"128","Kalea","D","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Kalea
Tier: D
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"79","Granger","D","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Granger
Tier: D
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"17","Fanny","D","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Fanny
Tier: D
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"110","Valentina","D","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Valentina
Tier: D
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
